treatment,period,cost,evolvable_plastic,replicate,generation,population,mean_d,std_d,mean_plastic,std_plastic,maladaptation,trait_variance,trait_env_corr
moving,90,0.3,True,3,80,900,3.2466666666666666,1.2495510304816597,1.9300172888660143,1.2336159841802352,0.1254124533429045,0.10070934782980728,0.44738960426360713
moving,90,0.3,True,3,100,900,3.4344444444444444,1.0171486410671213,1.7971906594486324,1.1534424709552895,0.12220710774092662,0.10019281822861509,0.4601914255798946
moving,90,0.3,True,3,120,900,3.546666666666667,0.9792514147721888,1.7457899886199972,1.272150052621951,0.12406171518608576,0.10518268214275742,0.46411344633320084
moving,90,0.3,True,3,140,900,3.6422222222222222,1.0449856753699522,1.4127692501074394,1.1782432786941022,0.131637756397759,0.11174174907536791,0.44565136804277733
moving,90,0.3,True,3,160,900,3.5877777777777777,1.093447938889515,1.3036763407478684,0.9705579084289104,0.123904758001069,0.1129549083457551,0.48005488147423914
moving,90,0.3,True,3,180,900,3.6622222222222223,1.0516207362160117,1.4545345215209453,0.7887313446832952,0.122037786016486,0.11570027859468016,0.49351729341649725
moving,90,0.3,True,3,200,900,3.6444444444444444,1.0446808243149475,1.4447494101001597,0.7861741365313341,0.12750107125465768,0.10603575061338676,0.44967736960071786
moving,90,0.6,False,0,0,900,3.4144444444444444,1.7160718135135844,0.0,0.0,0.21489663897850236,0.08732054394986821,-0.012144386203648903
moving,90,0.6,False,0,20,900,2.7444444444444445,1.3949202375533172,0.0,0.0,0.10133435904401718,0.0938629167819888,0.5425617869987159
moving,90,0.6,False,0,40,900,2.4233333333333333,1.0912327381859879,0.0,0.0,0.12752819344464367,0.10261422672567717,0.441863374017115
moving,90,0.6,False,0,60,900,2.598888888888889,1.0874020461064726,0.0,0.0,0.15097676961699688,0.11265490411342452,0.3664248873943741
moving,90,0.6,False,0,80,900,2.5077777777777777,0.9327054766499656,0.0,0.0,0.1367607291786968,0.10641281635723178,0.4128102826770447
moving,90,0.6,False,0,100,900,2.4611111111111112,0.9016274722774545,0.0,0.0,0.13698360424651482,0.09235822617930747,0.374021483522744
moving,90,0.6,False,0,120,900,2.3,0.7652160188832664,0.0,0.0,0.1349619410285168,0.09430548066574185,0.3886205774506183
moving,90,0.6,False,0,140,900,2.2622222222222224,0.7227382771681258,0.0,0.0,0.12988135094695688,0.09367404669441592,0.4123441905429796
moving,90,0.6,False,0,160,900,2.2777777777777777,0.7427842183714786,0.0,0.0,0.138674224501757,0.08353715590538545,0.3426213270740732
moving,90,0.6,False,0,180,900,2.32,0.7301750170716304,0.0,0.0,0.1237282658782113,0.08708676566790655,0.42611484709366343
